"Time","Temperature","Well","OD600","Contents","bact","phage","totalpfuinoc","Rep","sm_od"
1622,"37.0 °C","D8",0.11186,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.123138
1945,"36.9 °C","D8",0.11262,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.12671
2269,"36.9 °C","D8",0.11422,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.131101
2593,"37.2 °C","D8",0.11679,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.136395
2916,"37.1 °C","D8",0.11958,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.142678
3240,"37.0 °C","D8",0.12284,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.150113
3564,"37.2 °C","D8",0.12704,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.15883
3889,"37.1 °C","D8",0.13084,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.168565
4212,"37.2 °C","D8",0.13492,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.179352
4536,"37.2 °C","D8",0.14067,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.191267
4860,"37.2 °C","D8",0.14758,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.203844
5184,"37.2 °C","D8",0.15653,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.217394
5507,"37.2 °C","D8",0.16716,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.23168
5831,"37.2 °C","D8",0.17962,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.246704
6155,"37.2 °C","D8",0.19393,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.261569
6479,"37.2 °C","D8",0.21001,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.275979
6802,"37.2 °C","D8",0.22439,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.28954
7126,"37.2 °C","D8",0.23871,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.301992
7450,"37.2 °C","D8",0.25407,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.3135
7774,"37.3 °C","D8",0.26644,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.324379
8098,"37.2 °C","D8",0.28308,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.335005
8421,"37.2 °C","D8",0.29939,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.345099
8745,"37.2 °C","D8",0.3174,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.353867
9069,"37.2 °C","D8",0.32827,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.360434
9393,"37.2 °C","D8",0.33803,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.367789
9716,"37.3 °C","D8",0.34562,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.375625
10040,"37.2 °C","D8",0.34891,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.389689
10364,"37.3 °C","D8",0.35379,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.404006
10687,"37.2 °C","D8",0.36286,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.414499
11011,"37.2 °C","D8",0.3727,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.430839
11335,"37.2 °C","D8",0.38402,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.448711
11659,"37.3 °C","D8",0.38707,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.460786
11982,"37.2 °C","D8",0.38307,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.466311
12306,"37.2 °C","D8",0.40182,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.46577
12630,"37.2 °C","D8",0.41639,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.469511
12954,"37.2 °C","D8",0.48626,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.470771
13277,"37.3 °C","D8",0.49208,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.466182
13601,"37.2 °C","D8",0.45872,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.456372
13925,"37.3 °C","D8",0.52626,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.46031
14249,"37.2 °C","D8",0.55142,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.447195
14572,"37.3 °C","D8",0.50477,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.441221
14896,"37.3 °C","D8",0.44232,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.437476
15220,"37.2 °C","D8",0.37766,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.436353
15543,"37.3 °C","D8",0.43923,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.43695
15867,"37.3 °C","D8",0.42899,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.428228
16191,"37.2 °C","D8",0.44037,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.431105
16515,"37.3 °C","D8",0.39398,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.424741
16838,"37.3 °C","D8",0.4981,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.433975
17162,"37.3 °C","D8",0.39511,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.422925
17486,"37.4 °C","D8",0.49168,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.42094
17810,"37.3 °C","D8",0.46732,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.409192
18133,"37.3 °C","D8",0.43109,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.402033
18457,"37.2 °C","D8",0.38363,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.397142
18781,"37.3 °C","D8",0.35201,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.390276
19104,"37.3 °C","D8",0.45776,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.387139
19428,"37.3 °C","D8",0.37673,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.371113
19752,"37.3 °C","D8",0.48632,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.3636
20076,"37.3 °C","D8",0.3876,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.343211
20399,"37.3 °C","D8",0.37526,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.334948
20723,"37.3 °C","D8",0.3742,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.324008
21047,"37.3 °C","D8",0.39573,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.315089
21370,"37.3 °C","D8",0.38218,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.30708
21694,"37.3 °C","D8",0.31497,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.297969
22018,"37.3 °C","D8",0.32064,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.290953
22342,"37.3 °C","D8",0.2975,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.28422
22665,"37.3 °C","D8",0.3016,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.280927
22989,"37.2 °C","D8",0.28243,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.2753
23313,"37.3 °C","D8",0.30497,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.27338
23636,"37.3 °C","D8",0.26586,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.268055
23960,"37.3 °C","D8",0.28501,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.268438
24284,"37.2 °C","D8",0.31564,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.265246
24608,"37.3 °C","D8",0.29107,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.259619
24931,"37.2 °C","D8",0.24481,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.255274
25255,"37.3 °C","D8",0.25331,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.257467
25579,"37.2 °C","D8",0.26457,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.257809
25903,"37.2 °C","D8",0.24533,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.256706
26227,"37.3 °C","D8",0.26323,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.258723
26551,"37.3 °C","D8",0.25172,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.261504
26874,"37.2 °C","D8",0.26969,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.265733
27198,"37.4 °C","D8",0.25309,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.267561
27522,"37.4 °C","D8",0.25937,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.270359
27845,"37.3 °C","D8",0.24762,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.272394
28169,"37.4 °C","D8",0.26674,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.278021
28493,"37.2 °C","D8",0.25673,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.281076
28817,"37.2 °C","D8",0.25354,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.286775
29140,"37.3 °C","D8",0.2655,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.291392
29464,"37.3 °C","D8",0.29104,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.295763
29788,"37.3 °C","D8",0.29401,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.29843
30112,"37.3 °C","D8",0.28797,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.301052
30435,"37.3 °C","D8",0.28107,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.304546
30759,"37.3 °C","D8",0.27972,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.309566
31083,"37.3 °C","D8",0.30389,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.31525
31406,"37.4 °C","D8",0.29729,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.318423
31730,"37.3 °C","D8",0.31372,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.322663
32054,"37.3 °C","D8",0.29971,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.325634
32378,"37.3 °C","D8",0.30921,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.330327
32701,"37.4 °C","D8",0.31771,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.334753
33025,"37.3 °C","D8",0.32023,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.33889
33349,"37.3 °C","D8",0.32291,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.342278
33673,"37.3 °C","D8",0.33127,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.346611
33996,"37.3 °C","D8",0.33656,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.351603
34320,"37.3 °C","D8",0.33562,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.356825
34644,"37.3 °C","D8",0.33969,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.361711
34967,"37.3 °C","D8",0.34343,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.366681
35291,"37.3 °C","D8",0.34664,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.372176
35615,"37.3 °C","D8",0.35347,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.377805
35939,"37.3 °C","D8",0.35908,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.383415
36262,"37.3 °C","D8",0.35411,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.389093
36586,"37.3 °C","D8",0.36624,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.395203
36910,"37.3 °C","D8",0.38119,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.399915
37233,"37.2 °C","D8",0.38878,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.4035
37557,"37.3 °C","D8",0.38448,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.406259
37881,"37.3 °C","D8",0.38939,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.410767
38205,"37.3 °C","D8",0.39838,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.415327
38528,"37.3 °C","D8",0.40293,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.418965
38852,"37.3 °C","D8",0.40957,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.423084
39176,"37.3 °C","D8",0.41586,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.426265
39500,"37.3 °C","D8",0.41521,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.429063
39823,"37.3 °C","D8",0.41336,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.432516
40147,"37.3 °C","D8",0.41704,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.436051
40471,"37.3 °C","D8",0.41637,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.439489
40795,"37.4 °C","D8",0.42956,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.44346
41118,"37.4 °C","D8",0.43499,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.446391
41442,"37.3 °C","D8",0.43476,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.449146
41766,"37.3 °C","D8",0.44412,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.452192
42090,"37.3 °C","D8",0.44138,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.454771
42414,"37.3 °C","D8",0.44384,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.457996
42739,"37.3 °C","D8",0.44974,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.461383
43063,"37.3 °C","D8",0.44871,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.464399
43387,"37.4 °C","D8",0.45142,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.467965
43710,"37.4 °C","D8",0.45608,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.471587
44034,"37.3 °C","D8",0.45887,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.475077
44358,"37.3 °C","D8",0.46254,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.478534
44682,"37.3 °C","D8",0.46522,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.482009
45005,"37.2 °C","D8",0.46991,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.485809
45329,"37.3 °C","D8",0.47363,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.489397
45653,"37.3 °C","D8",0.47771,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.492886
45977,"37.2 °C","D8",0.4799,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.496271
46301,"37.3 °C","D8",0.48437,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.499748
46624,"37.3 °C","D8",0.48764,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.503112
46948,"37.3 °C","D8",0.49098,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.506909
47272,"37.4 °C","D8",0.49344,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.510522
47598,"37.3 °C","D8",0.49729,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.514279
47922,"37.3 °C","D8",0.50322,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.51797
48246,"37.2 °C","D8",0.50579,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.521469
48569,"37.3 °C","D8",0.50852,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.525118
48893,"37.3 °C","D8",0.51156,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.528945
49217,"37.2 °C","D8",0.51467,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.533018
49541,"37.3 °C","D8",0.51801,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.537247
49864,"37.3 °C","D8",0.52561,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.541554
50188,"37.3 °C","D8",0.52711,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.545563
50512,"37.3 °C","D8",0.53101,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.549885
50836,"37.4 °C","D8",0.5342,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.554453
51159,"37.2 °C","D8",0.53821,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.559285
51483,"37.3 °C","D8",0.54228,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.564306
51807,"37.3 °C","D8",0.54679,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.569465
52130,"37.2 °C","D8",0.55229,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.57474
52457,"37.2 °C","D8",0.55696,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.57996
52781,"37.3 °C","D8",0.56108,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.58546
53104,"37.2 °C","D8",0.5657,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.591213
53428,"37.3 °C","D8",0.57033,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.597157
53752,"37.3 °C","D8",0.57669,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.603196
54076,"37.3 °C","D8",0.58252,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.609276
54399,"37.3 °C","D8",0.58842,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.615426
54723,"37.3 °C","D8",0.59387,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.621563
55047,"37.3 °C","D8",0.59954,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.627726
55371,"37.3 °C","D8",0.60449,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.633954
55694,"37.3 °C","D8",0.61196,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.640306
56018,"37.3 °C","D8",0.61861,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.646457
56342,"37.2 °C","D8",0.62514,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.652525
56665,"37.3 °C","D8",0.63072,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.658523
56989,"37.2 °C","D8",0.63749,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.664449
57313,"37.2 °C","D8",0.64402,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.670239
57637,"37.2 °C","D8",0.64979,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.675803
57960,"37.3 °C","D8",0.6555,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.681255
58284,"37.3 °C","D8",0.66182,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.686601
58608,"37.2 °C","D8",0.66801,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.691666
58932,"37.3 °C","D8",0.67347,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.696414
59255,"37.3 °C","D8",0.67929,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.700944
59579,"37.3 °C","D8",0.68512,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.705198
59903,"37.2 °C","D8",0.68998,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.709167
60226,"37.3 °C","D8",0.69539,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.712888
60550,"37.3 °C","D8",0.69966,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.716331
60874,"37.3 °C","D8",0.70431,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.719473
61198,"37.3 °C","D8",0.70896,"PAO1_OMKO1_200_D","PAO1","OMKO1","200","D",0.722379
0,"37.0 °C","E5",0.096578,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.0977288
324,"37.0 °C","E5",0.096733,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.098205
650,"37.0 °C","E5",0.096656,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.0988077
974,"37.0 °C","E5",0.096767,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.0995761
1298,"37.0 °C","E5",0.097044,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.1004964
1622,"37.0 °C","E5",0.097433,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.101584
1945,"36.9 °C","E5",0.097878,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.1028367
2269,"36.9 °C","E5",0.098511,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.1042659
2593,"37.2 °C","E5",0.099378,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.1058858
2916,"37.1 °C","E5",0.10031,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.107677
3240,"37.0 °C","E5",0.10134,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.109704
3564,"37.2 °C","E5",0.10276,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.112013
3889,"37.1 °C","E5",0.10434,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.114611
4212,"37.2 °C","E5",0.10597,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.117547
4536,"37.2 °C","E5",0.10792,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.12095
4860,"37.2 °C","E5",0.10996,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.124885
5184,"37.2 °C","E5",0.11217,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.129478
5507,"37.2 °C","E5",0.11471,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.134889
5831,"37.2 °C","E5",0.11729,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.141268
6155,"37.2 °C","E5",0.12058,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.148686
6479,"37.2 °C","E5",0.12443,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.156767
6802,"37.2 °C","E5",0.12874,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.164985
7126,"37.2 °C","E5",0.1337,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.173039
7450,"37.2 °C","E5",0.14,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.181091
7774,"37.3 °C","E5",0.14727,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.188979
8098,"37.2 °C","E5",0.15589,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.196971
8421,"37.2 °C","E5",0.16628,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.204648
8745,"37.2 °C","E5",0.1785,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.211161
9069,"37.2 °C","E5",0.19147,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.216582
9393,"37.2 °C","E5",0.20139,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.221642
9716,"37.3 °C","E5",0.20661,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.226909
10040,"37.2 °C","E5",0.20928,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.23175
10364,"37.3 °C","E5",0.21422,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.23993
10687,"37.2 °C","E5",0.21888,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.248426
11011,"37.2 °C","E5",0.22719,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.254624
11335,"37.2 °C","E5",0.23266,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.258391
11659,"37.3 °C","E5",0.23141,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.263605
11982,"37.2 °C","E5",0.23271,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.264982
12306,"37.2 °C","E5",0.24207,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.269374
12630,"37.2 °C","E5",0.25406,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.270836
12954,"37.2 °C","E5",0.25502,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.270713
13277,"37.3 °C","E5",0.29108,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.261897
13601,"37.2 °C","E5",0.29918,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.249616
13925,"37.3 °C","E5",0.28086,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.244352
14249,"37.2 °C","E5",0.26486,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.233
14572,"37.3 °C","E5",0.2848,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.226566
14896,"37.3 °C","E5",0.24518,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.212835
15220,"37.2 °C","E5",0.27663,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.206448
15543,"37.3 °C","E5",0.25669,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.197667
15867,"37.3 °C","E5",0.25283,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.1849
16191,"37.2 °C","E5",0.16686,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.17895
16515,"37.3 °C","E5",0.16827,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.178111
16838,"37.3 °C","E5",0.24654,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.179
17162,"37.3 °C","E5",0.16734,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.171522
17486,"37.4 °C","E5",0.20052,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.170507
17810,"37.3 °C","E5",0.14749,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.165057
18133,"37.3 °C","E5",0.18131,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.167871
18457,"37.2 °C","E5",0.18882,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.164722
18781,"37.3 °C","E5",0.12902,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.159357
19104,"37.3 °C","E5",0.19333,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.162101
19428,"37.3 °C","E5",0.15847,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.157117
19752,"37.3 °C","E5",0.17716,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.154419
20076,"37.3 °C","E5",0.17176,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.149984
20399,"37.3 °C","E5",0.15719,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.147012
20723,"37.3 °C","E5",0.14602,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.14464
21047,"37.3 °C","E5",0.17563,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.144106
21370,"37.3 °C","E5",0.14982,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.140277
21694,"37.3 °C","E5",0.13517,"PAO1_OMKO1_100_A","PAO1","OMKO1","100","A",0.138854
