"Time","Temperature","Well","OD600","Contents","bacteria","phage","phageshock","bactshock","mediashock","Rep","sm_od"
35996,"36.2 °C","A7",0.1412,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15209
36296,"36.1 °C","A7",0.1464,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15371
36596,"36.2 °C","A7",0.1541,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15475
36896,"36.2 °C","A7",0.156,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15509
37196,"36.2 °C","A7",0.1538,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15543
37496,"36.2 °C","A7",0.1532,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15618
37796,"36.1 °C","A7",0.1541,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15689
38096,"36.2 °C","A7",0.1529,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15765
38396,"36.3 °C","A7",0.154,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15854
38696,"36.2 °C","A7",0.1552,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15944
38996,"36.2 °C","A7",0.1574,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16038
39296,"36.3 °C","A7",0.1568,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.161
39596,"36.2 °C","A7",0.1575,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16167
39896,"36.2 °C","A7",0.1594,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16247
40196,"36.2 °C","A7",0.1613,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16289
40496,"36.1 °C","A7",0.1603,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16298
40796,"36.1 °C","A7",0.1617,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16322
41096,"36.1 °C","A7",0.1618,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16334
41396,"36.2 °C","A7",0.163,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16323
41696,"36.2 °C","A7",0.1646,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16297
41996,"36.2 °C","A7",0.1636,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16252
42296,"36.1 °C","A7",0.1635,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16208
42596,"36.1 °C","A7",0.1655,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16163
42896,"36.3 °C","A7",0.1636,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16079
43196,"36.2 °C","A7",0.1622,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.16006
43496,"36.2 °C","A7",0.1627,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.1593
43796,"36.1 °C","A7",0.1629,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15838
44096,"36.2 °C","A7",0.1607,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15727
44396,"36.1 °C","A7",0.1604,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15639
44696,"36.2 °C","A7",0.1601,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15552
44996,"36.2 °C","A7",0.1592,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.1547
45296,"36.2 °C","A7",0.159,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15379
45596,"36.1 °C","A7",0.1571,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15268
45896,"36.1 °C","A7",0.1563,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.1515
46196,"36.2 °C","A7",0.1546,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.15025
46496,"36.3 °C","A7",0.1535,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.149
46796,"36.0 °C","A7",0.1518,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14779
47096,"36.2 °C","A7",0.1519,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14654
47396,"36.1 °C","A7",0.1517,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14522
47696,"36.2 °C","A7",0.1519,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14383
47996,"36.3 °C","A7",0.1501,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14246
48296,"36.3 °C","A7",0.1479,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14124
48596,"36.2 °C","A7",0.1453,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.1401
48896,"36.3 °C","A7",0.1438,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13917
49196,"36.2 °C","A7",0.1421,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13841
49496,"36.4 °C","A7",0.1414,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13779
49796,"36.1 °C","A7",0.1393,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13731
50096,"36.1 °C","A7",0.1387,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13713
50396,"36.1 °C","A7",0.1378,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13708
50696,"36.2 °C","A7",0.1382,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13706
50996,"36.1 °C","A7",0.1379,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13717
51296,"36.1 °C","A7",0.1365,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13733
51596,"36.2 °C","A7",0.136,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13764
51896,"36.1 °C","A7",0.1362,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13807
52196,"36.2 °C","A7",0.1359,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.1385
52496,"36.2 °C","A7",0.1366,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13911
52796,"36.1 °C","A7",0.1375,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.13963
53096,"36.2 °C","A7",0.1382,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14025
53396,"36.2 °C","A7",0.1376,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14086
53696,"36.1 °C","A7",0.1393,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14163
53996,"36.1 °C","A7",0.1395,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14232
54296,"36.1 °C","A7",0.1396,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14312
54596,"36.1 °C","A7",0.1403,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14409
54896,"36.1 °C","A7",0.1405,"PAO1_S11_0_0_0_A","PAO1","D","0","0","0","A",0.14513
0,"36.8 °C","A8",0.1036,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10065
300,"37.0 °C","A8",0.1015,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10067
600,"37.1 °C","A8",0.0993,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10118
900,"37.1 °C","A8",0.0993,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10226
1200,"37.1 °C","A8",0.0993,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1037
1500,"36.8 °C","A8",0.0995,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10543
1800,"36.6 °C","A8",0.0998,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.10755
2100,"36.6 °C","A8",0.1008,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11054
2400,"36.6 °C","A8",0.1016,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11486
2700,"36.6 °C","A8",0.1018,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12189
3000,"36.5 °C","A8",0.1038,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12961
3300,"36.4 °C","A8",0.1066,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13713
3600,"36.5 °C","A8",0.1101,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14464
3900,"36.5 °C","A8",0.1137,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15178
4200,"36.3 °C","A8",0.1166,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15905
4500,"36.4 °C","A8",0.1207,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16642
4800,"36.3 °C","A8",0.1297,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17395
5100,"36.3 °C","A8",0.144,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18124
5400,"36.4 °C","A8",0.1719,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18746
5700,"36.3 °C","A8",0.179,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19107
6000,"36.4 °C","A8",0.179,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19409
6300,"36.3 °C","A8",0.1817,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19727
6600,"36.3 °C","A8",0.1815,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.2001
6900,"36.2 °C","A8",0.1864,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20276
7200,"36.2 °C","A8",0.1903,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20513
7500,"36.4 °C","A8",0.196,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20717
7800,"36.4 °C","A8",0.2026,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.208
8100,"36.3 °C","A8",0.2062,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.207
8400,"36.4 °C","A8",0.208,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20497
8700,"36.3 °C","A8",0.2092,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20231
9000,"36.2 °C","A8",0.2108,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19894
9300,"36.4 °C","A8",0.21,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19479
9600,"36.2 °C","A8",0.2081,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1899
9900,"36.2 °C","A8",0.2101,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18439
10200,"36.2 °C","A8",0.2107,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17827
10500,"36.1 °C","A8",0.2043,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17153
10800,"36.2 °C","A8",0.1926,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16461
11100,"36.1 °C","A8",0.1859,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15831
11400,"36.2 °C","A8",0.1814,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15223
11700,"36.2 °C","A8",0.1755,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14631
12000,"36.2 °C","A8",0.1693,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14062
12300,"36.4 °C","A8",0.1611,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13535
12600,"36.2 °C","A8",0.153,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13074
12900,"36.2 °C","A8",0.1489,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12682
13200,"36.2 °C","A8",0.1433,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12326
13500,"36.1 °C","A8",0.1351,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12023
13797,"36.2 °C","A8",0.1296,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.118
14095,"36.2 °C","A8",0.1251,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11631
14395,"36.3 °C","A8",0.1222,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11507
14695,"36.1 °C","A8",0.1186,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11412
14995,"36.1 °C","A8",0.1166,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11353
15295,"36.2 °C","A8",0.115,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11314
15595,"36.2 °C","A8",0.1138,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11293
15895,"36.1 °C","A8",0.1133,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11284
16195,"36.3 °C","A8",0.113,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1128
16495,"36.1 °C","A8",0.1128,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11279
16795,"36.2 °C","A8",0.1127,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11281
17095,"36.2 °C","A8",0.1127,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11284
17395,"36.2 °C","A8",0.1127,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11288
17695,"36.2 °C","A8",0.1127,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11294
17995,"36.2 °C","A8",0.1127,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.113
18295,"36.2 °C","A8",0.1129,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11308
18595,"36.3 °C","A8",0.1129,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11314
18895,"36.2 °C","A8",0.1129,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1132
19195,"36.2 °C","A8",0.1129,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11328
19495,"36.2 °C","A8",0.113,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11336
19795,"36.1 °C","A8",0.113,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11344
20095,"36.2 °C","A8",0.1131,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11353
20395,"36.2 °C","A8",0.1133,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11362
20696,"36.1 °C","A8",0.1133,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11371
20996,"36.1 °C","A8",0.1135,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11381
21296,"36.1 °C","A8",0.1135,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11389
21596,"36.4 °C","A8",0.1135,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11399
21896,"36.2 °C","A8",0.1137,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11407
22196,"36.2 °C","A8",0.1137,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11414
22496,"36.2 °C","A8",0.1138,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11423
22796,"36.2 °C","A8",0.1139,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11433
23096,"36.2 °C","A8",0.114,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11443
23396,"36.2 °C","A8",0.1142,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11453
23696,"36.4 °C","A8",0.1143,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11462
23996,"36.1 °C","A8",0.1143,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11471
24296,"36.2 °C","A8",0.1145,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11481
24596,"36.1 °C","A8",0.1143,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11489
24896,"36.2 °C","A8",0.1144,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11501
25196,"36.2 °C","A8",0.1146,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11513
25496,"36.2 °C","A8",0.1148,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11526
25796,"36.2 °C","A8",0.1149,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11538
26096,"36.1 °C","A8",0.115,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11552
26396,"36.2 °C","A8",0.1151,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11568
26696,"36.2 °C","A8",0.1152,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11586
26996,"36.1 °C","A8",0.1153,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11604
27296,"36.1 °C","A8",0.1153,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11623
27596,"36.2 °C","A8",0.1155,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11646
27896,"36.2 °C","A8",0.1156,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11672
28196,"36.2 °C","A8",0.1159,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11699
28496,"36.2 °C","A8",0.116,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11727
28796,"36.1 °C","A8",0.1163,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1176
29096,"36.2 °C","A8",0.1166,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11794
29396,"36.2 °C","A8",0.1169,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11831
29696,"36.2 °C","A8",0.117,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11871
29996,"36.1 °C","A8",0.1172,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11918
30296,"36.1 °C","A8",0.1176,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.11971
30596,"36.2 °C","A8",0.1181,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12028
30896,"36.1 °C","A8",0.1183,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12088
31196,"36.2 °C","A8",0.1187,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1216
31496,"36.1 °C","A8",0.1193,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12239
31796,"36.2 °C","A8",0.1197,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12322
32096,"36.2 °C","A8",0.1203,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12416
32396,"36.2 °C","A8",0.1209,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12522
32696,"36.2 °C","A8",0.1217,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1264
32996,"36.1 °C","A8",0.1225,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1277
33296,"36.1 °C","A8",0.1233,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.12915
33596,"36.2 °C","A8",0.1241,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1308
33896,"36.1 °C","A8",0.1255,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13273
34196,"36.2 °C","A8",0.1266,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13509
34496,"36.2 °C","A8",0.1276,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.13817
34796,"36.1 °C","A8",0.1291,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14143
35096,"36.2 °C","A8",0.1309,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14458
35396,"36.1 °C","A8",0.1327,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14733
35696,"36.1 °C","A8",0.1347,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.14984
35996,"36.2 °C","A8",0.137,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15236
36296,"36.1 °C","A8",0.1398,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15479
36596,"36.2 °C","A8",0.1434,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15693
36896,"36.2 °C","A8",0.1491,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.15871
37196,"36.2 °C","A8",0.1574,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16015
37496,"36.2 °C","A8",0.1602,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16086
37796,"36.1 °C","A8",0.1606,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1612
38096,"36.2 °C","A8",0.1584,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1617
38396,"36.3 °C","A8",0.1578,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16248
38696,"36.2 °C","A8",0.1599,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1634
38996,"36.2 °C","A8",0.1613,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16415
39296,"36.3 °C","A8",0.1612,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16491
39596,"36.2 °C","A8",0.1612,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1657
39896,"36.2 °C","A8",0.1635,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16664
40196,"36.2 °C","A8",0.1645,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16725
40496,"36.1 °C","A8",0.1636,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16767
40796,"36.1 °C","A8",0.1656,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16834
41096,"36.1 °C","A8",0.1662,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16879
41396,"36.2 °C","A8",0.167,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16925
41696,"36.2 °C","A8",0.1674,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.16983
41996,"36.2 °C","A8",0.1689,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17067
42296,"36.1 °C","A8",0.1691,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17118
42596,"36.1 °C","A8",0.1706,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1719
42896,"36.3 °C","A8",0.1696,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17269
43196,"36.2 °C","A8",0.1687,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17382
43496,"36.2 °C","A8",0.1703,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17526
43796,"36.1 °C","A8",0.1701,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17676
44096,"36.2 °C","A8",0.1708,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.17856
44396,"36.1 °C","A8",0.1728,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18052
44696,"36.2 °C","A8",0.1758,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18258
44996,"36.2 °C","A8",0.174,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18467
45296,"36.2 °C","A8",0.1763,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.1871
45596,"36.1 °C","A8",0.1785,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.18947
45896,"36.1 °C","A8",0.1809,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19194
46196,"36.2 °C","A8",0.1831,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19444
46496,"36.3 °C","A8",0.1853,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19689
46796,"36.0 °C","A8",0.1881,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.19937
47096,"36.2 °C","A8",0.1904,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20186
47396,"36.1 °C","A8",0.1934,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20432
47696,"36.2 °C","A8",0.1967,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20673
47996,"36.3 °C","A8",0.1983,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.20912
48296,"36.3 °C","A8",0.2,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.21161
48596,"36.2 °C","A8",0.2032,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.21427
48896,"36.3 °C","A8",0.2059,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.21687
49196,"36.2 °C","A8",0.2076,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.21961
49496,"36.4 °C","A8",0.2101,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.22244
49796,"36.1 °C","A8",0.213,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.22533
50096,"36.1 °C","A8",0.215,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.22826
50396,"36.1 °C","A8",0.2175,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.23132
50696,"36.2 °C","A8",0.2206,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.23448
50996,"36.1 °C","A8",0.2232,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.23767
51296,"36.1 °C","A8",0.2266,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.24097
51596,"36.2 °C","A8",0.2292,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.24432
51896,"36.1 °C","A8",0.2333,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.24775
52196,"36.2 °C","A8",0.2359,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.25112
52496,"36.2 °C","A8",0.239,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.25468
52796,"36.1 °C","A8",0.2423,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.25838
53096,"36.2 °C","A8",0.2456,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.26231
53396,"36.2 °C","A8",0.2491,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.26652
53696,"36.1 °C","A8",0.2525,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.27095
53996,"36.1 °C","A8",0.2562,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.27572
54296,"36.1 °C","A8",0.2601,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.28087
54596,"36.1 °C","A8",0.2635,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.28644
54896,"36.1 °C","A8",0.267,"PAO1_S11_0_0_0_B","PAO1","D","0","0","0","B",0.29238
0,"36.8 °C","A9",0.107,"PAO1_S11_0_0_0_C","PAO1","D","0","0","0","C",0.10344
