"Time","Temperature","Well","OD600","Contents","bacteria","phage","phageshock","bactshock","mediashock","Rep","sm_od"
19495,"36.2 °C","A2",0.3822,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.40996
19795,"36.1 °C","A2",0.3885,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.41574
20095,"36.2 °C","A2",0.3954,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42135
20395,"36.2 °C","A2",0.402,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.4267
20696,"36.1 °C","A2",0.4078,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43174
20996,"36.1 °C","A2",0.414,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43671
21296,"36.1 °C","A2",0.4195,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.44133
21596,"36.4 °C","A2",0.4257,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.44577
21896,"36.2 °C","A2",0.4299,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.44992
22196,"36.2 °C","A2",0.4346,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.45392
22496,"36.2 °C","A2",0.44,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.45774
22796,"36.2 °C","A2",0.4446,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.46113
23096,"36.2 °C","A2",0.4489,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.46438
23396,"36.2 °C","A2",0.4524,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.46729
23696,"36.4 °C","A2",0.4575,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.47001
23996,"36.1 °C","A2",0.4602,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.47208
24296,"36.2 °C","A2",0.4639,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.47334
24596,"36.1 °C","A2",0.4672,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.47356
24896,"36.2 °C","A2",0.4699,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.47058
25196,"36.2 °C","A2",0.4728,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.46619
25496,"36.2 °C","A2",0.4739,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.46118
25796,"36.2 °C","A2",0.4771,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.45606
26096,"36.1 °C","A2",0.478,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.45072
26396,"36.2 °C","A2",0.4796,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.44567
26696,"36.2 °C","A2",0.4782,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.44096
26996,"36.1 °C","A2",0.4728,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43661
27296,"36.1 °C","A2",0.4661,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43271
27596,"36.2 °C","A2",0.4374,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42975
27896,"36.2 °C","A2",0.426,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42936
28196,"36.2 °C","A2",0.4227,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43029
28496,"36.2 °C","A2",0.4227,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43121
28796,"36.1 °C","A2",0.4237,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43191
29096,"36.2 °C","A2",0.4275,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43237
29396,"36.2 °C","A2",0.4325,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43217
29696,"36.2 °C","A2",0.4347,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.43117
29996,"36.1 °C","A2",0.4338,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42973
30296,"36.1 °C","A2",0.4365,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42817
30596,"36.2 °C","A2",0.4335,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42596
30896,"36.1 °C","A2",0.4353,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42395
31196,"36.2 °C","A2",0.4319,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.42146
31496,"36.1 °C","A2",0.4297,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.41901
31796,"36.2 °C","A2",0.4283,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.41665
32096,"36.2 °C","A2",0.4255,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.41412
32396,"36.2 °C","A2",0.4225,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.41177
32696,"36.2 °C","A2",0.4203,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.40927
32996,"36.1 °C","A2",0.4182,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.40686
33296,"36.1 °C","A2",0.4144,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.4044
33596,"36.2 °C","A2",0.4134,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.40202
33896,"36.1 °C","A2",0.4104,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39958
34196,"36.2 °C","A2",0.4074,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39715
34496,"36.2 °C","A2",0.4061,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39479
34796,"36.1 °C","A2",0.403,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39232
35096,"36.2 °C","A2",0.402,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39001
35396,"36.1 °C","A2",0.3975,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.38752
35696,"36.1 °C","A2",0.3962,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.38531
35996,"36.2 °C","A2",0.3936,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.3831
36296,"36.1 °C","A2",0.3906,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.3809
36596,"36.2 °C","A2",0.389,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37871
36896,"36.2 °C","A2",0.3861,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37642
37196,"36.2 °C","A2",0.3838,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37426
37496,"36.2 °C","A2",0.3814,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37205
37796,"36.1 °C","A2",0.3799,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36996
38096,"36.2 °C","A2",0.3771,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36785
38396,"36.3 °C","A2",0.3754,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36574
38696,"36.2 °C","A2",0.3741,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36355
38996,"36.2 °C","A2",0.3716,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36131
39296,"36.3 °C","A2",0.3687,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35897
39596,"36.2 °C","A2",0.3661,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35681
39896,"36.2 °C","A2",0.3645,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35469
40196,"36.2 °C","A2",0.3617,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35254
40496,"36.1 °C","A2",0.3605,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35052
40796,"36.1 °C","A2",0.3588,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.34835
41096,"36.1 °C","A2",0.356,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.34621
41396,"36.2 °C","A2",0.3535,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.3442
41696,"36.2 °C","A2",0.3517,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.34209
41996,"36.2 °C","A2",0.3482,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33988
42296,"36.1 °C","A2",0.3471,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33782
42596,"36.1 °C","A2",0.3449,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33573
42896,"36.3 °C","A2",0.343,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33373
43196,"36.2 °C","A2",0.3415,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33167
43496,"36.2 °C","A2",0.3388,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32962
43796,"36.1 °C","A2",0.3374,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32762
44096,"36.2 °C","A2",0.3359,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32552
44396,"36.1 °C","A2",0.3324,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32338
44696,"36.2 °C","A2",0.3296,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32138
44996,"36.2 °C","A2",0.3276,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31953
45296,"36.2 °C","A2",0.3262,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.3176
45596,"36.1 °C","A2",0.3249,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31564
45896,"36.1 °C","A2",0.3224,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31361
46196,"36.2 °C","A2",0.321,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31172
46496,"36.3 °C","A2",0.3188,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30981
46796,"36.0 °C","A2",0.3164,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30794
47096,"36.2 °C","A2",0.3145,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30612
47396,"36.1 °C","A2",0.3124,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30435
47696,"36.2 °C","A2",0.3111,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30273
47996,"36.3 °C","A2",0.3083,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.301
48296,"36.3 °C","A2",0.3066,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29937
48596,"36.2 °C","A2",0.3046,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29776
48896,"36.3 °C","A2",0.3035,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.2962
49196,"36.2 °C","A2",0.3019,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29456
49496,"36.4 °C","A2",0.3001,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29299
49796,"36.1 °C","A2",0.2982,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29156
50096,"36.1 °C","A2",0.2968,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29026
50396,"36.1 °C","A2",0.2962,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28897
50696,"36.2 °C","A2",0.2938,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28765
50996,"36.1 °C","A2",0.292,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28649
51296,"36.1 °C","A2",0.2905,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28539
51596,"36.2 °C","A2",0.289,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28439
51896,"36.1 °C","A2",0.2871,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28342
52196,"36.2 °C","A2",0.2862,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28257
52496,"36.2 °C","A2",0.2858,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28168
52796,"36.1 °C","A2",0.2852,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28079
53096,"36.2 °C","A2",0.2839,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27989
53396,"36.2 °C","A2",0.283,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27901
53696,"36.1 °C","A2",0.2822,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27824
53996,"36.1 °C","A2",0.281,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27756
54296,"36.1 °C","A2",0.2805,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27704
54596,"36.1 °C","A2",0.2793,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27655
54896,"36.1 °C","A2",0.2786,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27609
0,"36.8 °C","A3",0.1012,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.09945
300,"37.0 °C","A3",0.1004,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.09971
600,"37.1 °C","A3",0.0982,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10028
900,"37.1 °C","A3",0.0978,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10137
1200,"37.1 °C","A3",0.0981,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10274
1500,"36.8 °C","A3",0.0981,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10438
1800,"36.6 °C","A3",0.0989,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10669
2100,"36.6 °C","A3",0.0996,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.10974
2400,"36.6 °C","A3",0.1004,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.11478
2700,"36.6 °C","A3",0.1018,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.12089
3000,"36.5 °C","A3",0.1038,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.12694
3300,"36.4 °C","A3",0.1061,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.13267
3600,"36.5 °C","A3",0.1091,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.1388
3900,"36.5 °C","A3",0.1115,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.1449
4200,"36.3 °C","A3",0.1145,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.15135
4500,"36.4 °C","A3",0.1212,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.15776
4800,"36.3 °C","A3",0.1294,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.16426
5100,"36.3 °C","A3",0.15,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.17071
5400,"36.4 °C","A3",0.1615,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.17544
5700,"36.3 °C","A3",0.1623,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.17963
6000,"36.4 °C","A3",0.1611,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.18464
6300,"36.3 °C","A3",0.1674,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.19035
6600,"36.3 °C","A3",0.1701,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.19613
6900,"36.2 °C","A3",0.176,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.20248
7200,"36.2 °C","A3",0.1786,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.20897
7500,"36.4 °C","A3",0.1862,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.21606
7800,"36.4 °C","A3",0.1939,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.22294
8100,"36.3 °C","A3",0.1973,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.22988
8400,"36.4 °C","A3",0.2034,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.2369
8700,"36.3 °C","A3",0.2124,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.24395
9000,"36.2 °C","A3",0.2182,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.25039
9300,"36.4 °C","A3",0.2252,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.25666
9600,"36.2 °C","A3",0.2336,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.26257
9900,"36.2 °C","A3",0.2409,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.26781
10200,"36.2 °C","A3",0.2495,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.27198
10500,"36.1 °C","A3",0.255,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.27514
10800,"36.2 °C","A3",0.2633,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.27787
11100,"36.1 °C","A3",0.2675,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.27988
11400,"36.2 °C","A3",0.2739,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.28248
11700,"36.2 °C","A3",0.2768,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.28459
12000,"36.2 °C","A3",0.2809,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.28682
12300,"36.4 °C","A3",0.2843,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.28912
12600,"36.2 °C","A3",0.286,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.29155
12900,"36.2 °C","A3",0.2826,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.29437
13200,"36.2 °C","A3",0.2811,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.29815
13500,"36.1 °C","A3",0.2823,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.30277
13797,"36.2 °C","A3",0.2834,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.30792
14095,"36.2 °C","A3",0.2935,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.31372
14395,"36.3 °C","A3",0.295,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.31926
14695,"36.1 °C","A3",0.2991,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.32533
14995,"36.1 °C","A3",0.3039,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.33172
15295,"36.2 °C","A3",0.3086,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.33837
15595,"36.2 °C","A3",0.3142,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.34526
15895,"36.1 °C","A3",0.3204,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.35237
16195,"36.3 °C","A3",0.3273,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.35955
16495,"36.1 °C","A3",0.3338,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.36676
16795,"36.2 °C","A3",0.3414,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.37409
17095,"36.2 °C","A3",0.3489,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.38134
17395,"36.2 °C","A3",0.3557,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.38861
17695,"36.2 °C","A3",0.363,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39595
17995,"36.2 °C","A3",0.3704,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.4033
18295,"36.2 °C","A3",0.3775,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41057
18595,"36.3 °C","A3",0.3853,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.4177
18895,"36.2 °C","A3",0.3922,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42469
19195,"36.2 °C","A3",0.3994,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43162
19495,"36.2 °C","A3",0.4071,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43826
19795,"36.1 °C","A3",0.4139,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.44457
20095,"36.2 °C","A3",0.4216,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45071
20395,"36.2 °C","A3",0.4291,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45646
20696,"36.1 °C","A3",0.4365,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.46205
20996,"36.1 °C","A3",0.4431,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.46705
21296,"36.1 °C","A3",0.4488,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.47174
21596,"36.4 °C","A3",0.4552,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.47617
21896,"36.2 °C","A3",0.4615,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.48021
22196,"36.2 °C","A3",0.4658,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.48398
22496,"36.2 °C","A3",0.4702,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.48759
22796,"36.2 °C","A3",0.4753,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.491
23096,"36.2 °C","A3",0.4791,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.49409
23396,"36.2 °C","A3",0.485,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.49701
23696,"36.4 °C","A3",0.4865,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.49947
23996,"36.1 °C","A3",0.49,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50199
24296,"36.2 °C","A3",0.4931,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50429
24596,"36.1 °C","A3",0.4956,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50628
24896,"36.2 °C","A3",0.4992,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50745
25196,"36.2 °C","A3",0.5019,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50747
25496,"36.2 °C","A3",0.5043,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.50517
25796,"36.2 °C","A3",0.5062,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.49917
26096,"36.1 °C","A3",0.5083,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.49314
26396,"36.2 °C","A3",0.5096,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.48758
26696,"36.2 °C","A3",0.5117,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.48256
26996,"36.1 °C","A3",0.513,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.47726
27296,"36.1 °C","A3",0.513,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.47194
27596,"36.2 °C","A3",0.5073,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.4666
27896,"36.2 °C","A3",0.4994,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.46165
28196,"36.2 °C","A3",0.4789,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45712
28496,"36.2 °C","A3",0.4443,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45441
28796,"36.1 °C","A3",0.4459,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45488
29096,"36.2 °C","A3",0.4527,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45486
29396,"36.2 °C","A3",0.4594,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45405
29696,"36.2 °C","A3",0.4587,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45247
29996,"36.1 °C","A3",0.4598,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.45061
30296,"36.1 °C","A3",0.4596,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.44831
30596,"36.2 °C","A3",0.4578,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.44582
30896,"36.1 °C","A3",0.4541,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.44329
31196,"36.2 °C","A3",0.4518,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.44092
31496,"36.1 °C","A3",0.449,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43855
31796,"36.2 °C","A3",0.4457,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43631
32096,"36.2 °C","A3",0.4446,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43429
32396,"36.2 °C","A3",0.4436,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.43206
32696,"36.2 °C","A3",0.4401,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42971
32996,"36.1 °C","A3",0.4368,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42744
33296,"36.1 °C","A3",0.4347,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42537
33596,"36.2 °C","A3",0.4325,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42335
33896,"36.1 °C","A3",0.4304,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.42134
34196,"36.2 °C","A3",0.4281,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41927
34496,"36.2 °C","A3",0.4266,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41723
34796,"36.1 °C","A3",0.4255,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41521
35096,"36.2 °C","A3",0.4223,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41309
35396,"36.1 °C","A3",0.4201,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.41115
35696,"36.1 °C","A3",0.4174,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.40911
35996,"36.2 °C","A3",0.4161,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.40717
36296,"36.1 °C","A3",0.4145,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.40511
36596,"36.2 °C","A3",0.4124,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.40303
36896,"36.2 °C","A3",0.4097,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.40098
37196,"36.2 °C","A3",0.4077,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39902
37496,"36.2 °C","A3",0.4064,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39712
37796,"36.1 °C","A3",0.4043,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39506
38096,"36.2 °C","A3",0.4029,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39303
38396,"36.3 °C","A3",0.3997,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.39089
38696,"36.2 °C","A3",0.398,"PAO1_S3_0_0_0_C","PAO1","B","0","0","0","C",0.389
